S.no,Date,TotalTrades,Profit,Profit%,Cost,Cost%,
2,12-02-18,1,-78.65039,-0.30692118,-180.99548,-0.7063097,
2,23-12-21,1,-123.046875,-0.3485757,-264.00037,-0.74788857,
2,25-10-19,1,114.30078,0.39063835,-2.9678268,-0.010139429,
2,25-04-22,2,-194.89844,-0.5379721,-484.12207,-1.3368827,
2,31-05-19,1,27.90039,0.088000946,-98.97402,-0.31217694,
2,17-05-22,1,-112.75,-0.33278045,-248.0493,-0.73210776,
2,26-09-19,2,544.14844,1.8338089,302.54132,1.0301402,
2,17-05-21,1,513.4492,1.5857451,382.90613,1.182574,
2,07-07-22,1,-64.65234,-0.18670243,-203.03726,-0.5863343,
2,05-10-18,1,-118.65039,-0.4749454,-218.3407,-0.87399215,
2,23-06-20,1,134.04883,0.6050322,45.15812,0.20382251,
2,29-09-22,1,-127.09766,-0.3327695,-279.61908,-0.7320991,
2,30-04-20,1,212.04883,0.97985214,125.06112,0.5778988,
2,13-03-18,1,-77.69922,-0.31251445,-176.99423,-0.7118891,
2,29-09-20,2,-121.15039,-0.5575784,-294.1871,-1.3564651,
2,23-06-22,1,270.55078,0.81698525,137.54668,0.41535184,
2,28-04-20,1,-36.0,-0.17657575,-117.4794,-0.57621825,
2,28-04-21,1,79.09766,0.23977086,-53.015945,-0.1607077,
2,04-03-21,1,-89.30078,-0.24648602,-234.04037,-0.6460002,
2,04-03-22,1,271.64844,0.78605276,132.87093,0.3844811,
2,28-09-18,2,-161.5,-0.6387817,-363.433,-1.4374988,
2,19-05-20,1,-82.0,-0.4600255,-153.1364,-0.85910726,
2,02-05-22,1,22.148438,0.0612485,-122.54227,-0.33887595,
2,06-08-20,1,129.30078,0.5966783,42.36178,0.19548284,
2,26-04-21,1,254.19922,0.7893037,124.86882,0.38772613,
2,25-05-16,1,122.30078,0.7342769,55.43238,0.33280388,
2,10-03-21,1,-102.59766,-0.28405535,-246.86807,-0.68348485,
2,25-05-22,1,-72.80078,-0.2103312,-211.10498,-0.609912,
2,22-01-16,1,231.2998,1.5117338,169.636,1.1087086,
2,06-08-19,1,-16.050781,-0.057620555,-127.44269,-0.45750773,
2,10-03-22,1,-123.19922,-0.35252002,-262.74542,-0.7518057,
2,05-09-22,1,79.14844,0.19958755,-79.633865,-0.20080897,
2,20-07-22,1,21.75,0.06036787,-122.40991,-0.33975357,
2,20-07-20,1,186.0,0.8351743,96.54479,0.4335045,
2,28-09-20,3,275.8496,1.301387,20.0195,0.09878424,
2,08-07-22,1,-41.851562,-0.11904512,-182.39207,-0.51880294,
2,22-06-20,2,81.34961,0.38321313,-93.1111,-0.4175454,
2,22-06-21,1,137.80078,0.39273188,-2.825821,-0.008049017,
2,06-03-18,1,-31.40039,-0.12555511,-131.3746,-0.5252978,
2,04-09-19,1,-16.75,-0.061877415,-124.99511,-0.4617501,
2,27-04-20,2,195.19922,0.97777516,34.663208,0.17582381,
2,05-03-20,2,104.90039,0.3640623,-126.56023,-0.43666697,
2,11-03-20,2,-167.09961,-0.6263118,-380.19183,-1.4250576,
2,18-11-20,2,-167.05078,-0.56672686,-403.04987,-1.3655965,
2,26-04-22,1,35.148438,0.096324004,-110.88107,-0.30387345,
2,30-05-16,1,-76.25,-0.43201503,-146.6969,-0.83114195,
2,24-05-21,3,-415.54688,-1.1860356,-835.104,-2.383668,
2,26-10-21,1,-266.75,-0.64673644,-431.19873,-1.0454443,
2,21-12-21,1,-108.44922,-0.31218606,-247.18692,-0.71156335,
2,08-02-22,1,50.953125,0.13424917,-100.96538,-0.26602826,
2,08-02-21,1,82.69922,0.22820848,-62.419983,-0.17224239,
2,31-10-22,1,-131.5,-0.31835684,-296.46042,-0.7177214,
