Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
1827,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,155,317,1474.3984,-578.4492,2853.0977,-1854.5977,214.4242,-159.91934,56.15142,49.211357,1.7170305,1.2580651,15938.717,54.0105,480.29172,-279.53296,50.32258,1.7405075,6853.4404,22.283487,43.870968,479.07895,-295.67734,1.2664227,143.84859,1.6567743
1828,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,154,313,1474.3984,-562.5508,2853.0977,-1854.5977,212.98573,-156.88652,55.910545,48.88179,1.7215667,1.25656,15622.164,52.56249,474.90588,-272.02063,50.0,1.7458451,6655.794,21.236197,43.506493,474.10645,-288.61307,1.2650723,144.0671,1.5766822
1829,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,120,222,833.39844,-473.75,2222.207,-1854.5977,190.86287,-155.98116,59.45946,51.8018,1.7946541,1.2791649,11155.596,34.80335,384.7608,-251.8883,54.166668,1.8052341,4709.3135,12.5859375,47.5,375.93524,-265.3809,1.2816744,141.88739,0.88633144
1830,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,96,197,1474.3984,-578.4492,3479.5469,-1248.0977,224.44606,-156.21123,57.868023,52.791874,1.973452,1.4493471,12621.318,42.505013,491.67548,-276.75848,53.125,2.0134242,6958.285,22.783829,47.916664,475.6495,-298.43182,1.4663233,147.91371,2.9861758
1831,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,96,196,1474.3984,-578.4492,2853.0977,-1248.0977,220.88852,-156.21123,57.653065,52.551018,1.9251357,1.4107382,11994.869,40.288452,479.39215,-276.75848,53.125,1.9631236,6360.412,20.668377,47.916664,462.65225,-298.43182,1.4262555,147.68367,2.7089128
1832,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,97,150,833.39844,-373.64844,1664.2969,-953.6992,199.61617,-160.46014,64.0,58.0,2.211597,1.5782341,10498.304,34.00371,313.6615,-239.86247,62.886597,2.2157779,6030.9766,18.98672,54.63917,309.76984,-236.06421,1.5806369,143.72667,2.346446
1833,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,70,131,1474.3984,-578.4492,3479.5469,-1026.2969,230.72803,-147.73363,57.251907,51.908398,2.0916748,1.5468253,9031.518,32.65263,444.82236,-245.99167,54.285717,2.1473353,5424.421,19.536345,48.57143,436.33136,-261.41238,1.576401,147.59541,1.8488344
1834,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,50,65,1496.75,-469.94922,3888.002,-565.3008,254.0595,-174.41441,56.92308,50.769234,1.9248496,1.4594434,4516.5977,18.982992,358.8828,-200.59814,52.0,1.9381522,2666.8018,12.47355,50.0,338.79675,-232.1247,1.4595463,103.36923,1.8708771
1835,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,20,23,1496.75,-401.1504,3888.002,-401.1504,451.71848,-123.80404,47.826088,47.826088,3.3446023,2.519404,3483.255,12.901918,552.10034,-135.05894,45.0,3.3446023,2814.3662,10.59546,45.0,518.5166,-168.38939,2.5194037,106.95652,1.9791032
1836,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,10,12,1496.75,-401.1504,3888.002,-401.1504,570.9756,-136.37549,66.66667,66.66667,8.373583,6.4957848,4022.3027,14.467659,761.3008,-136.37549,60.000004,8.373582,3677.2803,13.26043,60.000004,724.39825,-167.27734,6.4957843,119.833336,5.6221237
1837,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,9,11,1496.75,-401.1504,3888.002,-401.1504,604.14343,-138.62549,63.636364,63.636364,7.626671,5.961588,3674.502,13.4684515,845.8008,-138.62549,55.555557,7.6266713,3364.5186,12.361726,55.555557,808.52637,-169.52832,5.9615884,119.09091,5.1098967
1838,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,6,7,1358.8008,-401.1504,2391.252,-401.1504,586.991,-250.6748,71.42857,71.42857,5.8541093,4.935659,2433.6055,8.772933,733.7388,-250.6748,66.66667,5.8541102,2224.5771,8.06855,66.66667,697.45337,-282.61816,4.9356594,126.0,4.7504144
1839,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,6,1358.8008,-401.1504,2391.252,-401.1504,649.0386,-250.6748,66.66667,66.66667,5.178333,4.3982596,2094.8047,7.8014135,865.38477,-250.6748,60.000004,5.178332,1920.8193,7.197518,60.000004,828.68524,-282.61816,4.3982596,126.0,3.690583
1840,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1841,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1842,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,292.04883,-81.54883,292.04883,-81.54883,186.5122,-81.54883,80.0,80.0,9.148492,6.0219584,664.5,2.6805835,186.5122,-81.54883,80.0,9.148492,531.1113,2.1792486,80.0,159.21729,-105.75781,6.0219584,85.6,4.997137
1843,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.35,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1844,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,156,349,1474.3984,-578.4492,3476.996,-1854.5977,205.27644,-163.00545,55.873924,48.42407,1.5945967,1.1643877,14926.064,52.984093,500.3179,-308.9581,50.0,1.6193714,4929.74,18.057592,43.589745,496.66687,-327.76828,1.1709127,144.88539,0.9196877
1845,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,156,347,1474.3984,-578.4492,2967.1543,-1854.5977,203.10545,-161.67412,55.90778,48.414986,1.5929104,1.1600668,14666.314,51.754326,492.2865,-304.2568,50.0,1.6179967,4735.547,17.028444,43.589745,487.87466,-323.181,1.1665107,144.83862,0.91806525
1846,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,155,346,1474.3984,-578.4492,2967.1543,-1854.5977,203.10545,-160.66045,56.069363,48.554913,1.6135066,1.1740637,14982.064,52.60517,492.2865,-304.10754,50.32258,1.6398139,5088.25,17.978868,43.870968,487.87466,-322.84167,1.1811589,144.91618,1.0216566
1847,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,154,341,1474.3984,-562.5508,2967.1543,-1854.5977,202.36504,-157.89365,55.718475,48.09384,1.6126773,1.1693878,14607.412,50.67521,486.3019,-296.5952,50.0,1.6396148,4847.461,16.549868,43.506493,482.3895,-315.7774,1.1764468,145.07625,0.9465445
1848,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,124,240,833.39844,-473.75,2222.207,-1854.5977,182.93994,-155.16827,60.000004,51.25,1.7684668,1.2514952,11447.197,36.793747,383.99268,-261.86258,54.83871,1.7806165,4516.3105,12.775341,45.967743,391.19272,-265.3981,1.253987,143.38333,0.82772654
1849,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,96,215,1474.3984,-578.4492,3476.996,-1245.1973,214.45648,-152.23029,57.2093,53.023254,1.8834555,1.3689743,12372.96,42.885387,501.86758,-293.82858,53.125,1.9357655,6203.6865,21.364033,47.916664,481.04297,-318.4858,1.3895736,149.89302,2.5686858
1850,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,96,214,1474.3984,-578.4492,2850.5469,-1245.1973,211.07948,-152.23029,57.009346,52.803738,1.8387258,1.3334148,11746.511,40.66883,489.58426,-293.82858,53.125,1.8883873,5605.8135,19.248585,47.916664,468.04578,-318.4858,1.3520291,149.69159,2.3143363
1851,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,98,159,833.39844,-373.64844,1664.2969,-953.6992,195.25906,-151.86014,62.89308,56.60377,2.179292,1.5398107,10566.158,34.113697,324.54343,-234.38019,61.22449,2.1863496,5860.3516,18.196644,53.061222,320.24924,-234.62192,1.5429966,146.10063,2.210635
1852,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,70,147,1474.3984,-578.4492,3476.996,-1026.2969,222.21666,-145.89265,57.14286,53.061222,2.0308692,1.4912088,9474.962,34.952724,473.55258,-266.25113,54.285717,2.11208,5429.297,20.235327,51.428574,435.1739,-301.08716,1.5303621,151.04762,1.8371762
1853,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,50,70,1496.75,-469.94922,3888.002,-562.9512,250.68048,-173.46027,58.571426,52.857143,2.0431786,1.5415212,5247.552,21.447798,393.00012,-207.10213,52.0,2.0557497,3248.8809,14.437137,50.0,369.885,-239.92976,1.5416387,104.557144,2.675009
1854,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,20,26,1496.75,-401.1504,3888.002,-401.1504,398.10413,-125.961235,50.0,50.0,3.160529,2.358181,3537.8574,13.0704775,575.0393,-148.86328,45.0,3.160529,2774.9785,10.463953,45.0,535.3485,-185.74165,2.3581808,104.46154,1.9545393
1856,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,9,12,1496.75,-401.1504,3888.002,-401.1504,553.70667,-138.62549,66.66667,66.66667,7.988528,6.2010617,3875.1514,13.944387,885.93066,-138.62549,55.555557,7.988527,3526.9082,12.73743,55.555557,841.0043,-169.52832,6.201061,116.166664,5.3377595
1857,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,6,8,1358.8008,-401.1504,2391.252,-401.1504,521.6509,-250.6748,75.0,75.0,6.2429595,5.212864,2628.5557,9.233561,782.4763,-250.6748,66.66667,6.242961,2381.2637,8.428949,66.66667,736.625,-282.61816,5.2128654,120.5,4.962602
1858,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,5,7,1358.8008,-401.1504,2391.252,-401.1504,558.2209,-250.6748,71.42857,71.42857,5.567182,4.6754646,2289.755,8.262041,930.36816,-250.6748,60.000004,5.567183,2077.5059,7.557917,60.000004,880.91406,-282.61816,4.6754646,119.71429,4.4497757
1859,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,341.8496,-78.5,341.8496,-78.5,236.83301,-46.716797,50.0,50.0,5.069547,2.9381115,570.34863,3.0517404,236.83301,-46.716797,50.0,5.069547,427.93652,2.4502203,50.0,216.24577,-73.60026,2.9381115,68.0,4.8536415
1855,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,10,13,1496.75,-401.1504,3888.002,-401.1504,529.82825,-136.37549,69.230774,69.230774,8.741408,6.7384796,4222.952,14.943595,794.7424,-136.37549,60.000004,8.741407,3839.67,13.636134,60.000004,751.4632,-167.27734,6.7384796,117.07692,5.7814136
1860,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1861,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,292.04883,-81.54883,292.04883,-81.54883,186.5122,-81.54883,80.0,80.0,9.148492,6.0219584,664.5,2.6805835,186.5122,-81.54883,80.0,9.148492,531.1113,2.1792486,80.0,159.21729,-105.75781,6.0219584,85.6,4.997137
1862,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.35,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1863,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,156,371,1474.3984,-572.4492,3476.996,-1854.5977,203.19281,-162.58368,56.06469,48.24798,1.5948032,1.162553,15762.964,57.44596,515.23505,-334.94522,51.282055,1.6192282,5151.8145,20.317205,42.948715,532.1494,-342.72128,1.1688998,146.51752,0.9332461
1864,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,156,369,1474.3984,-572.4492,2936.004,-1854.5977,201.1481,-161.22403,56.09756,48.238483,1.5941952,1.1590422,15519.362,56.259193,507.40445,-329.90778,51.282055,1.6189677,4973.7773,19.331045,42.948715,523.2259,-338.00403,1.1653385,146.47968,0.936528
1865,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,155,368,1474.3984,-572.4492,2936.004,-1854.5977,201.1481,-159.95897,56.25,48.369564,1.6167833,1.1741302,15884.261,57.24118,507.40445,-329.44122,51.6129,1.6428767,5375.6523,20.412539,43.225807,523.2259,-337.27823,1.1811174,146.55435,1.0436025
1866,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,155,363,1474.3984,-562.5508,2936.004,-1854.5977,200.49313,-157.38092,55.922867,47.933884,1.6163057,1.1699914,15519.159,55.33986,495.685,-321.8086,51.6129,1.642997,5144.422,19.012163,43.225807,510.69128,-330.36243,1.1769552,146.72728,0.97685474
1867,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,126,253,833.39844,-504.10156,2222.207,-1854.5977,183.13539,-158.01846,59.288536,50.988144,1.6877903,1.1987113,11194.407,37.793205,400.71707,-276.79922,53.968258,1.6972817,3887.0,12.474297,45.238094,408.08032,-280.7765,1.2006341,143.61661,0.7648321
1868,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,96,230,1474.3984,-572.4492,3476.996,-1245.1973,207.57365,-152.93909,57.826088,52.6087,1.8609455,1.3466095,12772.207,45.50108,515.2712,-318.6794,54.166668,1.9108762,6190.9014,22.47842,46.875,513.81104,-331.9724,1.3656638,150.91739,2.4763608
1869,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,96,229,1474.3984,-572.4492,2850.5469,-1245.1973,204.40036,-152.93909,57.641922,52.401745,1.8187181,1.313136,12145.758,43.284527,503.2241,-318.6794,54.166668,1.8661996,5593.0283,20.362968,46.875,500.5249,-331.9724,1.3303503,150.73363,2.2433095
1872,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,50,74,1496.75,-469.94922,3888.002,-562.9512,241.44086,-170.51003,59.45946,51.35135,2.0767887,1.5517839,5508.0967,22.210087,405.92117,-210.2439,52.0,2.0916085,3385.4873,14.799062,48.0,396.65482,-235.93187,1.5519011,104.37838,2.6120033
1873,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,20,27,1496.75,-401.1504,3888.002,-401.1504,376.90387,-125.961235,51.851852,51.851852,3.222392,2.3924356,3639.1582,13.4744835,586.2949,-148.86328,45.0,3.222392,2844.9658,10.76777,45.0,543.1249,-185.74165,2.3924353,104.07407,2.0112886
1874,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,10,13,1496.75,-401.1504,3888.002,-401.1504,527.8393,-136.37549,69.230774,69.230774,8.708593,6.711717,4205.052,14.966174,791.759,-136.37549,60.000004,8.708593,3821.7627,13.658709,60.000004,748.4787,-167.27734,6.711717,117.38461,5.7909846
1870,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,102,164,833.39844,-373.64844,1664.2969,-953.6992,194.0693,-151.7866,63.414635,56.707317,2.2161822,1.5658606,11076.011,36.818695,319.5223,-232.15117,61.764706,2.2233417,6249.9385,20.40029,53.92157,313.24518,-233.58606,1.569287,146.71951,2.4380176
1871,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,70,158,1474.3984,-572.4492,3476.996,-1106.3477,209.90492,-151.49092,57.594936,51.265823,1.8819263,1.3749176,8951.457,33.73214,471.53336,-304.46268,55.714287,1.9484143,4581.375,17.91534,50.0,455.5258,-324.62936,1.403218,151.13924,1.5336251
1875,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,9,12,1496.75,-401.1504,3888.002,-401.1504,551.4691,-138.62549,66.66667,66.66667,7.956246,6.1746545,3857.251,13.966967,882.3506,-138.62549,55.555557,7.956245,3509.001,12.760004,55.555557,837.42285,-169.52832,6.1746535,116.5,5.3472195
1876,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,6,8,1358.8008,-401.1504,2391.252,-401.1504,524.42596,-250.6748,75.0,75.0,6.2761707,5.2423368,2645.206,9.346365,786.6389,-250.6748,66.66667,6.276172,2397.9229,8.541701,66.66667,740.7898,-282.61816,5.242338,120.75,5.0289855
1877,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,5,7,1358.8008,-401.1504,2391.252,-401.1504,561.55096,-250.6748,71.42857,71.42857,5.6003933,4.704937,2306.4053,8.3748455,935.9183,-250.6748,60.000004,5.600394,2094.165,7.670669,60.000004,886.4671,-282.61816,4.7049375,120.0,4.516159
1878,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,341.8496,-78.5,341.8496,-78.5,236.83301,-46.716797,50.0,50.0,5.069547,2.9381115,570.34863,3.0517404,236.83301,-46.716797,50.0,5.069547,427.93652,2.4502203,50.0,216.24577,-73.60026,2.9381115,68.0,4.8536415
1879,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1880,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,292.04883,-81.54883,292.04883,-81.54883,186.5122,-81.54883,80.0,80.0,9.148492,6.0219584,664.5,2.6805835,186.5122,-81.54883,80.0,9.148492,531.1113,2.1792486,80.0,159.21729,-105.75781,6.0219584,85.6,4.997137
1881,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.35,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1882,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,156,383,1474.3984,-562.5508,5480.295,-1854.5977,212.21793,-163.55913,56.13577,48.825066,1.6604906,1.2196114,18148.918,66.85661,563.07214,-341.99713,50.641026,1.6891879,7201.8457,28.523169,42.948715,578.04565,-354.2383,1.2284328,147.14882,1.2580764
1883,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,156,381,1474.3984,-562.5508,4924.5957,-1854.5977,210.61285,-162.02296,56.167976,48.818897,1.6657337,1.2205514,18013.316,66.02415,556.03796,-336.54132,50.641026,1.6951277,7131.8594,27.891123,42.948715,570.1786,-349.10233,1.2295407,147.11023,1.3006638
1884,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,155,379,1474.3984,-562.5508,4081.246,-1854.5977,207.64227,-160.82764,56.200527,48.812664,1.6566341,1.2102253,17530.418,63.9872,545.3626,-336.22675,50.967743,1.6860353,6714.4043,26.055197,43.225807,558.0163,-348.5532,1.2189053,147.03166,1.2788389
1888,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,96,239,1474.3984,-542.59766,4924.5957,-1245.1973,217.64929,-153.99094,57.740585,53.138077,1.9311669,1.4084061,14482.516,51.931816,560.36926,-333.10657,54.166668,1.9881163,7636.2373,28.005905,46.875,562.6839,-346.7556,1.4318031,152.01674,2.9686677
1889,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,105,171,833.39844,-373.64844,1664.2969,-953.6992,191.19267,-151.60153,63.15789,56.14035,2.1619754,1.5247428,11097.912,37.520782,316.85397,-237.4399,61.904762,2.1684968,6078.4043,20.402029,53.333336,314.20566,-235.04312,1.5277717,146.90643,2.442565
1885,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,155,375,1474.3984,-562.5508,4081.246,-1854.5977,206.55905,-158.51387,56.0,48.533333,1.6584878,1.2080818,17222.613,62.590084,534.598,-329.0873,50.967743,1.6886115,6525.5137,25.058779,43.225807,546.55927,-341.9768,1.216838,147.248,1.2309215
